price,Наличие,Поколение,Год выпуска,Пробег,Кузов,Цвет,Двигатель,Комплектация,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Обмен,Владение,Запас хода,VIN,Госномер,Гарантия
2950000,Вналичии,F44,2020,49548км,седан,серый,1.5л/140л.с./Бензин,34опции,4900₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1350000,Вналичии,IРестайлинг,2014,93955км,внедорожник5дв.,белый,1.8л/140л.с./Бензин,29опций,4900₽/год,вариатор,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
7600000,Вналичии,I(C292),2019,12902км,внедорожник5дв.,синий,3.0л/390л.с./Бензин,AMGGLE434MATICОсобаясерия,58500₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
839000,Вналичии,II,2012,137363км,хэтчбек5дв.,чёрный,1.6л/102л.с./Бензин,Trendline,2856₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1949000,Вналичии,I,2020,101060км,хэтчбек5дв.,белый,1.4л/140л.с./Бензин,1опция,4200₽/год,роботизированная,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4380000,Вналичии,IV,2022,70894км,минивэн,серый,2.2л/199л.с./Дизель,45опций,9900₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
199000,Вналичии,,2012,185412км,хэтчбек5дв.,серый,1.6л/90л.с./Бензин,15опций,932₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
3649999,Вналичии,I,2023,1890км,внедорожник5дв.,белый,1.5л/272л.с./Гибрид,82опции,40800₽/год,автоматическая,задний,Левый,Нетребуетремонта,,,"Растаможен,нетПТС",Рассмотрюварианты,,230км,,,
2552000,Вналичии,I,2021,69393км,внедорожник5дв.,серый,2.0л/238л.с./Бензин,Flagship,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1665000,Вналичии,I,2022,55000км,внедорожник5дв.,чёрный,1.5л/147л.с./Бензин,Ultimate,5110₽/год,вариатор,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
2255000,Вналичии,IV(XA40)Рестайлинг,2016,196964км,внедорожник5дв.,чёрный,2.5л/180л.с./Бензин,Комфорт,8820₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
5429000,Вналичии,I,2021,34902км,внедорожник5дв.,белый,3.5л/249л.с./Бензин,44опции,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1495000,Вналичии,IIРестайлинг2,2014,161000км,внедорожник5дв.,белый,2.0л/240л.с./Бензин,XS,18000₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
17300000,Назаказ,IV(G05/G18)Рестайлинг,2024,10км,внедорожник5дв.,чёрный,3.0л/340л.с./Дизель,xDrive40dMSportPro,52800₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,1годи2месяца,,,,
6781000,Назаказ,IРестайлинг,2025,1км,лифтбек,оранжевый,789л.с./580кВт/Электро,You,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,705км,,,
1375000,Вналичии,,2023,9000км,внедорожник5дв.,белый,1.5л/103л.с./Бензин,Luxury,2884₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1797000,Вналичии,I,2021,92788км,внедорожник5дв.,чёрный,1.6л/186л.с./Бензин,53опции,9250₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
5850000,Вналичии,II,2023,15473км,внедорожник5дв.,зелёный,2.0л/249л.с./Бензин,81опция,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
550000,Вналичии,IРестайлинг,2006,98000км,универсал5дв.,синий,1.2л/64л.с./Бензин,1опция,736₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,1годи5месяцев,,,,
5196000,Вналичии,IVРестайлинг,2021,92386км,внедорожник5дв.,чёрный,2.0л/238л.с./Бензин,Prestige,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4520000,Вналичии,I(ChinaMarket),2024,248км,пикапдвойнаякабина,серый,2.0л/462л.с./Гибрид,30опций,,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,131км,,,
1335000,Вналичии,IРестайлинг,2014,80284км,седан,белый,1.6л/170л.с./Бензин,Cosmo,8450₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1780000,Вналичии,IРестайлинг,2021,22500км,внедорожник5дв.,синий,1.6л/114л.с./Бензин,Intense,3192₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
749000,Вналичии,IРестайлинг,2014,166000км,седан,синий,1.8л/141л.с./Бензин,LT,4935₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
19208340,Назаказ,II(W465)Рестайлинг,2025,50км,внедорожник5дв.,чёрный,4.0л/585л.с./Бензин,AMGG63,87750₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,,,,
4790000,Вналичии,I(X166),2018,132815км,внедорожник5дв.,синий,3.0л/333л.с./Бензин,GLS4004MATICОсобаясерия,49950₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2547000,Вналичии,IV(W205),2016,75830км,седан,серый,2.0л/184л.с./Бензин,C2004MATICОсобаясерия,9016₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
2885000,Вналичии,IIРестайлинг,2021,97000км,внедорожник5дв.,чёрный,2.0л/180л.с./Бензин,Status,8055₽/год,роботизированная,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1950000,Вналичии,I,2014,158222км,внедорожник5дв.,серый,3.5л/262л.с./Бензин,2опции,39300₽/год,вариатор,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
8899000,Вналичии,I,2006,7099км,купе,серый,5.0л/520л.с./Бензин,20опций,78000₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,19лети2месяца,,,,
1689000,Вналичии,I,2023,16611км,внедорожник5дв.,чёрный,1.5л/113л.с./Бензин,Family,3136₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3585000,Вналичии,T6,2016,154642км,минивэн,чёрный,2.0л/180л.с./Дизель,33опции,8950₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
999000,Вналичии,II,2011,138000км,седан,чёрный,1.6л/180л.с./Бензин,66опций,8950₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1695000,Вналичии,IIРестайлинг,2014,132631км,внедорожник5дв.,серебристый,2.5л/169л.с./Бензин,58опций,5070₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2129000,Вналичии,I,2021,27996км,внедорожник5дв.,чёрный,1.5л/150л.с./Бензин,Premium,5215₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
695000,Вналичии,II(W639),2009,636015км,минивэн,чёрный,2.2л/95л.с./Дизель,11опций,1235₽/год,механическая,задний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
19977000,Вналичии,II(W463),2021,30386км,внедорожник5дв.,белый,4.0л/585л.с./Бензин,54опции,262800₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2940000,Вналичии,V(XA50),2021,58778км,внедорожник5дв.,чёрный,2.0л/149л.с./Бензин,29опций,5215₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1900000,Вналичии,IVРестайлинг1,2013,254964км,внедорожник5дв.,чёрный,3.0л/178л.с./Бензин,31опция,8900₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3059000,Вналичии,VРестайлинг2,2018,126587км,внедорожник5дв.,серебристый,3.5л/249л.с./Бензин,Limited,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2220000,Вналичии,IIIРестайлинг,2019,68518км,внедорожник5дв.,бежевый,2.0л/150л.с./Бензин,Rockedition,2980₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
430000,Вналичии,IРестайлинг,2011,226000км,седан,синий,1.4л/75л.с./Бензин,Expression,1500₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
3550000,Вналичии,IIРестайлинг,2021,50183км,внедорожник5дв.,белый,2.0л/180л.с./Бензин,27опций,8950₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1519000,Вналичии,IIРестайлинг,2014,131444км,внедорожник5дв.,серый,2.0л/141л.с./Бензин,18опций,4935₽/год,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
2397000,Вналичии,IРестайлинг,2019,108353км,внедорожник5дв.,серебристый,2.0л/190л.с./Дизель,Elite,9500₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3290000,Вналичии,F44,2020,70000км,седан,чёрный,2.0л/231л.с./Бензин,42опции,17325₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
899000,Вналичии,III,2011,334239км,внедорожник5дв.,синий,1.7л/115л.с./Дизель,1опция,2436₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4050000,Вналичии,II(X166),2014,48728км,внедорожник5дв.,чёрный,3.0л/333л.с./Бензин,GL4004MATICОсобаясерия,49950₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1843000,Вналичии,I,2022,27667км,внедорожник5дв.,белый,1.5л/143л.с./Бензин,Premium,4970₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1465000,Вналичии,IРестайлинг,2012,129773км,внедорожник5дв.,белый,2.0л/141л.с./Бензин,1опция,4935₽/год,вариатор,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1149800,Вналичии,IРестайлинг,2015,162000км,внедорожник5дв.,серый,2.4л/167л.с./Бензин,Cosmo,8350₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1435000,Вналичии,IРестайлинг2,2012,197000км,минивэн,чёрный,3.5л/272л.с./Бензин,35опций,40800₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1049000,Вналичии,IРестайлинг3,2018,95000км,внедорожник5дв.,коричневый,2.7л/150л.с./Бензин,Максимум,5100₽/год,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4500000,Вналичии,II,2020,78575км,внедорожник5дв.,белый,2.0л/249л.с./Бензин,33опции,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1295000,Вналичии,,2023,22243км,седан,красный,1.5л/147л.с./Бензин,19опций,5110₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Доавгуста2026
2798000,Вналичии,IРестайлинг,2017,82102км,внедорожник5дв.,чёрный,2.0л/150л.с./Дизель,46опций,5215₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
3296000,Вналичии,IIРестайлинг,2021,81000км,внедорожник5дв.,коричневый,2.0л/180л.с./Бензин,35опций,7160₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
220000,Вналичии,IV(B3),1987,336556км,седан,бежевый,1.8л/88л.с./Бензин,1опция,880₽/год,механическая,передний,Левый,Нетребуетремонта,,,Растаможен,Рассмотрюварианты,,,,,
2260000,Вналичии,IРестайлинг,2023,21047км,внедорожник5дв.,красный,2.0л/190л.с./Бензин,Elite,9500₽/год,роботизированная,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1929000,Вналичии,I,2024,6200км,внедорожник5дв.,белый,1.5л/147л.с./Бензин,Fun,4964₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1920000,Вналичии,I,2023,8991км,внедорожник5дв.,серый,1.5л/147л.с./Бензин,Elite,4964₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
11932380,Вналичии,VIII(G60/G61/G68),2024,20км,седан,серый,2.0л/258л.с./Бензин,530ixDrive,38700₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
230000,Вналичии,I,2008,141526км,хэтчбек5дв.,серый,1.6л/120л.с./Бензин,1опция,3360₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,,16лети7месяцев,,,,
1890000,Вналичии,IРестайлинг,2023,38547км,внедорожник5дв.,белый,1.5л/147л.с./Бензин,37опций,5110₽/год,вариатор,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1169000,Вналичии,IРестайлинг,2012,163000км,компактвэн,чёрный,1.5л/88л.с./Гибрид,27опций,1144₽/год,вариатор,передний,Правый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
7350000,Вналичии,IIРестайлинг,2024,40км,внедорожник5дв.,белый,2.0л/249л.с./Бензин,Autobiography,18675₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2619000,Вналичии,IРестайлинг1,2023,15578км,внедорожник5дв.,белый,1.4л/150л.с./Бензин,Glory,5250₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1590000,Вналичии,IРестайлинг,2015,119841км,внедорожник5дв.,коричневый,2.0л/150л.с./Бензин,11опций,5250₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
6350000,Вналичии,IРестайлинг,2024,15км,внедорожник5дв.,серый,1.5л/449л.с./Гибрид,Pro,9850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,190км,,,
4490000,Вналичии,III,2016,95412км,минивэн,чёрный,3.5л/275л.с./Бензин,ExecutiveLounge,41250₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3412000,Вналичии,I,2023,49555км,внедорожник5дв.,серый,2.0л/238л.с./Бензин,73опции,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
2395000,Вналичии,,2023,14130км,внедорожник5дв.,серый,1.5л/177л.с./Бензин,49опций,8800₽/год,роботизированная,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4995700,Вналичии,IVРестайлинг,2019,71617км,внедорожник5дв.,белый,2.0л/238л.с./Бензин,BlackVision,17850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
420000,Вналичии,B5Рестайлинг,2001,459000км,седан,серебристый,1.8л/170л.с./Бензин,33опции,8330₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,,4годаи5месяцев,,,,
11200000,Вналичии,250Series,2024,2км,внедорожник5дв.,синий,2.4л/279л.с./Бензин,FirstEdition,41850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2695000,Вналичии,IIРестайлинг,2020,90210км,внедорожник5дв.,белый,2.2л/197л.с./Дизель,34опции,9850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1400000,Вналичии,I,2022,107365км,внедорожник5дв.,чёрный,1.5л/147л.с./Бензин,Prestige,4964₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1269000,Вналичии,C,2013,207376км,компактвэн,серый,2.0л/165л.с./Дизель,Cosmo,4950₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1385000,Вналичии,V(E90/E91/E92/E93)Рестайлинг,2009,368000км,седан,серый,2.0л/163л.с./Дизель,70опций,8150₽/год,автоматическая,задний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,11месяцев,,,,
629000,Вналичии,III,2013,60549км,универсал5дв.,коричневый,1.6л/105л.с./Бензин,35опций,2912₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1060000,Вналичии,I,2017,144531км,внедорожник5дв.,коричневый,2.0л/140л.с./Бензин,Comfort,4900₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1847000,Вналичии,I,2022,49699км,внедорожник5дв.,красный,1.5л/150л.с./Бензин,Premium,5215₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
7190000,Вналичии,,2024,10км,внедорожник5дв.,чёрный,1.5л/475л.с./Гибрид,101опция,9900₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,7месяцев,235км,,,
1500000,Вналичии,I,2023,70000км,лифтбек,белый,1.5л/160л.с./Бензин,1опция,8000₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1800000,Вналичии,IV,2022,42827км,седан,белый,1.5л/113л.с./Бензин,37опций,3136₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2949000,Вналичии,IIIРестайлинг3,2022,27800км,внедорожник5дв.,синий,2.0л/146л.с./Бензин,52опции,5075₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
3700000,Вналичии,I,2023,18000км,внедорожник5дв.,белый,2.0л/220л.с./Бензин,Adventure,16500₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,1годи7месяцев,,,,
1375000,Вналичии,III,2013,98302км,внедорожник5дв.,серый,2.0л/150л.с./Бензин,30опций,5250₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1149000,Вналичии,IIРестайлинг,2016,65566км,седан,белый,1.6л/150л.с./Бензин,SHINEUltimate,5250₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
6057000,Вналичии,II,2021,73608км,внедорожник5дв.,коричневый,2.0л/200л.с./Дизель,41опция,9950₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3197000,Вналичии,II,2024,21554км,внедорожник5дв.,белый,2.0л/200л.с./Бензин,68опций,9950₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3799000,Вналичии,,2023,8324км,внедорожник5дв.,серый,2.0л/249л.с./Бензин,Platinum,18600₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1860000,Вналичии,I,2022,47650км,внедорожник5дв.,чёрный,1.5л/150л.с./Бензин,Elite,5215₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2266000,Вналичии,,2023,43000км,внедорожник5дв.,серый,1.5л/177л.с./Бензин,61опция,8624₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3225000,Вналичии,IV,2021,31426км,внедорожник5дв.,синий,2.0л/186л.с./Дизель,Lifestyle+SmartSense,9300₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2026
1549000,Вналичии,I,2019,90156км,внедорожник5дв.,синий,2.0л/190л.с./Бензин,38опций,9310₽/год,роботизированная,полный,Левый,Нетребуетремонта,2владельца,Дубликат,Растаможен,Рассмотрюварианты,,,,,
9000000,Вналичии,I(X222)Рестайлинг,2018,53400км,седан,чёрный,4.0л/469л.с./Бензин,S5604MATIC,70350₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1659000,Вналичии,VI(F3x)Рестайлинг,2018,180752км,седан,серый,2.0л/184л.с./Бензин,320ixDriveSE,9200₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2945150,Вналичии,II,2019,79647км,внедорожник5дв.,серый,2.0л/249л.с./Бензин,Luxe,18600₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2030000,Вналичии,I,2021,44913км,внедорожник5дв.,чёрный,1.6л/186л.с./Бензин,54опции,9250₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
825000,Вналичии,I(Classic)Рестайлинг,2012,86119км,хэтчбек5дв.,белый,1.6л/112л.с./Бензин,GL,2240₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Дубликат,Растаможен,Рассмотрюварианты,,,,,
7799999,Вналичии,II(X167),2020,135000км,внедорожник5дв.,белый,3.0л/367л.с./Бензин,GLS4504MATICPremiumPlus,55050₽/год,автоматическая,полный,Левый,Нетребуетремонта,,,"Растаможен,нетПТС",Рассмотрюварианты,,,,,
4999000,Назаказ,VII(G30/G31)Рестайлинг,2020,60000км,седан,синий,2.0л/245л.с./Бензин,530LixDrive,18375₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4200000,Вналичии,IV(JL),2018,96719км,внедорожник5дв.,чёрный,2.0л/272л.с./Бензин,32опции,40800₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1779000,Вналичии,IV,2017,99919км,внедорожник5дв.,синий,2.0л/150л.с./Бензин,Luxe,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
31900000,Вналичии,,2010,32685км,купе,красный,6.2л/571л.с./Бензин,51опция,85650₽/год,роботизированная,задний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1799000,Вналичии,II,2023,14506км,внедорожник5дв.,белый,1.5л/143л.с./Бензин,Family,2982₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2650000,Вналичии,IРестайлинг,2024,3400км,внедорожник5дв.,белый,1.6л/186л.с./Бензин,EliteFWD,9250₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
8949000,Вналичии,II(C254),2023,14186км,внедорожник5дв.,белый,2.0л/204л.с./Бензин,GLC2004MATICCoupe,14688₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1499000,Назаказ,II,2022,27556км,компактвэн,серый,1.4л/163л.с./Бензин,7опций,8150₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,3годаи2месяца,,,,
2019000,Вналичии,I,2019,33834км,внедорожник5дв.,серый,2.0л/150л.с./Бензин,ComfortPlus,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1339000,Вналичии,IРестайлинг,2021,38819км,внедорожник5дв.,серый,1.5л/113л.с./Бензин,Luxury,3360₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,3годаи5месяцев,,,,Дооктября2026
1880000,Вналичии,I,2020,43600км,внедорожник5дв.,голубой,2.0л/190л.с./Бензин,Premium,9500₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
697000,Вналичии,I,2012,182458км,внедорожник5дв.,коричневый,1.6л/102л.с./Бензин,16опций,3060₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
2597000,Вналичии,IРестайлинг,2021,116525км,внедорожник5дв.,чёрный,2.0л/218л.с./Бензин,Premium,15624₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
8350536,Назаказ,,2025,100км,седан,серый,530л.с./390кВт/Электро,Ultra,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,721км,,,
3997000,Вналичии,IРестайлинг,2020,48784км,внедорожник5дв.,серый,2.0л/150л.с./Бензин,BlackVision,5215₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
16990000,Вналичии,IV718(982),2025,45км,родстер,серый,2.5л/350л.с./Бензин,718BoxsterS,52500₽/год,роботизированная,задний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2121000,Вналичии,I,2021,41392км,внедорожник5дв.,синий,1.3л/150л.с./Бензин,11опций,5215₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
